clip_id,split,label,q_skel,q_int,q_obj,q_po,valid_ratio
F_90_1_2_0_0_fight_314_431_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_90_1_2_0_0_fight_511_672_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_90_1_2_0_0_fight_511_672_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_90_1_2_0_0_fight_511_672_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_90_1_2_0_0_fight_701_811_w0,train,1,1.0,0.53125,1.0,1.0,1.0
F_90_1_2_0_0_fight_701_811_w1,train,1,1.0,0.375,1.0,1.0,1.0
F_90_1_2_0_0_fight_701_811_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_90_1_2_0_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_90_1_2_0_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_90_1_2_0_0_nonfight_2,train,0,1.0,0.875,1.0,1.0,1.0
F_90_1_2_0_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_91_1_1_0_0_fight_224_480_w0,train,1,1.0,0.0,1.0,1.0,1.0
F_91_1_1_0_0_fight_224_480_w1,train,1,0.375,0.0,1.0,0.375,0.375
F_91_1_1_0_0_fight_224_480_w2,train,1,0.6875,0.03125,1.0,0.6875,0.6875
F_91_1_1_0_0_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
F_91_1_1_0_0_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
F_91_1_1_0_0_nonfight_2,train,0,0.0625,0.0,1.0,0.0625,0.0625
F_91_1_1_0_0_nonfight_3,train,0,0.65625,0.0,1.0,0.65625,0.65625
F_92_0_2_0_0_fight_23_590_w0,train,1,1.0,0.28125,1.0,1.0,1.0
F_92_0_2_0_0_fight_23_590_w1,train,1,1.0,0.53125,1.0,1.0,1.0
F_92_0_2_0_0_fight_23_590_w2,train,1,0.78125,0.15625,0.9375,0.9375,1.0
F_92_0_2_0_0_fight_1357_1415_w0,train,1,1.0,0.90625,1.0,1.0,1.0
F_92_0_2_0_0_nonfight_0,train,0,1.0,0.75,1.0,1.0,1.0
F_92_0_2_0_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_92_0_2_0_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_92_0_2_0_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_93_0_2_0_0_fight_0_189_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_93_0_2_0_0_fight_0_189_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_93_0_2_0_0_fight_0_189_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_93_0_2_0_0_fight_1167_1239_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_93_0_2_0_0_fight_1167_1239_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_93_0_2_0_0_fight_1419_1440_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_93_0_2_0_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_93_0_2_0_0_nonfight_1,train,0,0.90625,0.53125,1.0,0.90625,0.90625
F_93_0_2_0_0_nonfight_2,train,0,1.0,0.0,1.0,1.0,1.0
F_93_0_2_0_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_94_1_2_0_0_fight_0_705_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_94_1_2_0_0_fight_0_705_w1,train,1,1.0,0.5625,1.0,1.0,1.0
F_94_1_2_0_0_fight_0_705_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_94_1_2_0_0_fight_960_1550_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_94_1_2_0_0_fight_960_1550_w1,train,1,1.0,0.21875,1.0,1.0,1.0
F_94_1_2_0_0_fight_960_1550_w2,train,1,1.0,0.625,1.0,1.0,1.0
F_94_1_2_0_0_fight_1582_2400_w0,train,1,1.0,0.5,1.0,1.0,1.0
F_94_1_2_0_0_fight_1582_2400_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_94_1_2_0_0_fight_1582_2400_w2,train,1,1.0,0.75,1.0,1.0,1.0
F_94_1_2_0_0_fight_2472_2880_w0,train,1,1.0,0.96875,1.0,1.0,1.0
F_94_1_2_0_0_fight_2472_2880_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_94_1_2_0_0_fight_2472_2880_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_94_1_2_0_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_94_1_2_0_0_nonfight_1,train,0,0.625,0.21875,0.84375,0.625,0.625
F_94_1_2_0_0_nonfight_2,train,0,1.0,0.5,1.0,1.0,1.0
F_94_1_2_0_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_95_0_0_0_0_fight_195_388_w0,test,1,1.0,1.0,1.0,1.0,1.0
F_95_0_0_0_0_fight_195_388_w1,test,1,1.0,1.0,1.0,1.0,1.0
F_95_0_0_0_0_fight_195_388_w2,test,1,0.96875,0.96875,1.0,0.96875,0.96875
F_95_0_0_0_0_fight_597_862_w0,test,1,1.0,0.875,1.0,1.0,1.0
F_95_0_0_0_0_fight_597_862_w1,test,1,0.96875,0.65625,1.0,0.96875,0.96875
F_95_0_0_0_0_fight_597_862_w2,test,1,1.0,1.0,1.0,1.0,1.0
F_95_0_0_0_0_nonfight_0,test,0,1.0,1.0,1.0,1.0,1.0
F_95_0_0_0_0_nonfight_1,test,0,1.0,1.0,1.0,1.0,1.0
F_95_0_0_0_0_nonfight_2,test,0,1.0,1.0,1.0,1.0,1.0
F_95_0_0_0_0_nonfight_3,test,0,1.0,1.0,1.0,1.0,1.0
F_96_1_2_0_0_fight_201_548_w0,val,1,1.0,1.0,1.0,1.0,1.0
F_96_1_2_0_0_fight_201_548_w1,val,1,1.0,1.0,1.0,1.0,1.0
F_96_1_2_0_0_fight_201_548_w2,val,1,1.0,1.0,1.0,1.0,1.0
F_96_1_2_0_0_fight_960_1440_w0,val,1,0.875,0.125,1.0,0.875,0.875
F_96_1_2_0_0_fight_960_1440_w1,val,1,1.0,0.90625,1.0,1.0,1.0
F_96_1_2_0_0_fight_960_1440_w2,val,1,1.0,1.0,1.0,1.0,1.0
F_96_1_2_0_0_nonfight_0,val,0,1.0,0.84375,1.0,1.0,1.0
F_96_1_2_0_0_nonfight_1,val,0,1.0,1.0,1.0,1.0,1.0
F_96_1_2_0_0_nonfight_2,val,0,1.0,0.5,1.0,1.0,1.0
F_96_1_2_0_0_nonfight_3,val,0,0.28125,0.0,1.0,0.28125,0.28125
F_97_1_2_0_0_fight_0_294_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_97_1_2_0_0_fight_0_294_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_97_1_2_0_0_fight_0_294_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_97_1_2_0_0_fight_928_960_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_97_1_2_0_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_97_1_2_0_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_97_1_2_0_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_97_1_2_0_0_nonfight_3,train,0,1.0,0.78125,1.0,1.0,1.0
F_98_1_2_0_0_fight_0_480_w0,val,1,1.0,0.15625,1.0,1.0,1.0
F_98_1_2_0_0_fight_0_480_w1,val,1,0.6875,0.0,1.0,0.6875,0.6875
F_98_1_2_0_0_fight_0_480_w2,val,1,0.84375,0.0,1.0,0.84375,0.84375
F_98_1_2_0_0_fight_575_1440_w0,val,1,1.0,0.625,1.0,1.0,1.0
F_98_1_2_0_0_fight_575_1440_w1,val,1,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_fight_575_1440_w2,val,1,1.0,0.875,1.0,1.0,1.0
F_98_1_2_0_0_fight_1920_1954_w0,val,1,0.90625,0.0,1.0,0.90625,0.90625
F_98_1_2_0_0_fight_2183_2228_w0,val,1,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_fight_2400_2880_w0,val,1,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_fight_2400_2880_w1,val,1,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_fight_2400_2880_w2,val,1,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_fight_3360_3840_w0,val,1,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_fight_3360_3840_w1,val,1,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_fight_3360_3840_w2,val,1,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_fight_4800_5760_w0,val,1,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_fight_4800_5760_w1,val,1,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_fight_4800_5760_w2,val,1,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_nonfight_0,val,0,0.75,0.34375,1.0,0.75,0.75
F_98_1_2_0_0_nonfight_1,val,0,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_nonfight_2,val,0,1.0,1.0,1.0,1.0,1.0
F_98_1_2_0_0_nonfight_3,val,0,1.0,1.0,1.0,1.0,1.0
F_99_1_2_0_0_fight_416_480_w0,test,1,0.96875,0.09375,1.0,0.96875,0.96875
F_99_1_2_0_0_fight_416_480_w1,test,1,0.875,0.1875,1.0,0.875,0.875
F_99_1_2_0_0_fight_960_1007_w0,test,1,1.0,1.0,1.0,1.0,1.0
F_99_1_2_0_0_fight_1440_1838_w0,test,1,0.8125,0.375,0.75,0.71875,0.8125
F_99_1_2_0_0_fight_1440_1838_w1,test,1,0.125,0.0,0.09375,0.0,0.25
F_99_1_2_0_0_fight_1440_1838_w2,test,1,0.0,0.0,0.40625,0.0,0.0
F_99_1_2_0_0_fight_1866_1884_w0,test,1,0.0,0.0,0.0,0.0,0.46875
F_99_1_2_0_0_fight_1926_2067_w0,test,1,0.0,0.0,0.34375,0.03125,0.0625
F_99_1_2_0_0_fight_1926_2067_w1,test,1,0.0,0.0,0.25,0.0,0.09375
F_99_1_2_0_0_fight_1926_2067_w2,test,1,0.59375,0.0,0.21875,0.1875,0.71875
F_99_1_2_0_0_fight_2130_2880_w0,test,1,0.0625,0.0,0.25,0.0,0.0625
F_99_1_2_0_0_fight_2130_2880_w1,test,1,0.09375,0.0,0.28125,0.03125,0.09375
F_99_1_2_0_0_fight_2130_2880_w2,test,1,0.0,0.0,0.25,0.0,0.0
F_99_1_2_0_0_nonfight_0,test,0,1.0,0.5625,1.0,1.0,1.0
F_99_1_2_0_0_nonfight_1,test,0,1.0,0.0,1.0,1.0,1.0
F_99_1_2_0_0_nonfight_2,test,0,0.9375,0.15625,1.0,0.9375,0.9375
F_99_1_2_0_0_nonfight_3,test,0,1.0,1.0,1.0,1.0,1.0
F_9_1_2_0_0_fight_935_960_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_9_1_2_0_0_fight_1440_1492_w0,train,1,1.0,0.6875,1.0,1.0,1.0
F_9_1_2_0_0_fight_1738_1903_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_9_1_2_0_0_fight_1738_1903_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_9_1_2_0_0_fight_1738_1903_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_9_1_2_0_0_fight_1930_1961_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_9_1_2_0_0_fight_2118_2400_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_9_1_2_0_0_fight_2118_2400_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_9_1_2_0_0_fight_2118_2400_w2,train,1,0.96875,0.78125,1.0,0.96875,0.96875
F_9_1_2_0_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_9_1_2_0_0_nonfight_1,train,0,1.0,0.71875,1.0,1.0,1.0
F_9_1_2_0_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_9_1_2_0_0_nonfight_3,train,0,1.0,0.5625,1.0,1.0,1.0
N_0_0_0_1_0_nonfight_0,train,0,1.0,0.875,1.0,1.0,1.0
N_0_0_0_1_0_nonfight_1,train,0,1.0,0.0,1.0,1.0,1.0
N_0_0_0_1_0_nonfight_2,train,0,1.0,0.0,1.0,1.0,1.0
N_0_0_0_1_0_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
N_100_1_0_1_0_nonfight_0,val,0,0.0,0.0,1.0,0.0,0.0
N_100_1_0_1_0_nonfight_1,val,0,0.0,0.0,1.0,0.0,0.0
N_100_1_0_1_0_nonfight_2,val,0,0.5625,0.0,1.0,0.5625,0.5625
N_100_1_0_1_0_nonfight_3,val,0,0.0,0.0,1.0,0.0,0.0
N_101_0_0_1_0_nonfight_0,val,0,0.8125,0.4375,1.0,0.8125,0.8125
N_101_0_0_1_0_nonfight_1,val,0,1.0,0.6875,1.0,1.0,1.0
N_101_0_0_1_0_nonfight_2,val,0,1.0,1.0,1.0,1.0,1.0
N_101_0_0_1_0_nonfight_3,val,0,1.0,0.875,1.0,1.0,1.0
N_102_1_1_1_0_nonfight_0,train,0,0.0,0.0,0.6875,0.0,0.0
N_102_1_1_1_0_nonfight_1,train,0,0.0,0.0,0.40625,0.0,0.0
N_102_1_1_1_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
N_102_1_1_1_0_nonfight_3,train,0,0.0,0.0,0.53125,0.0,0.0
N_103_1_1_1_0_nonfight_0,val,0,0.0,0.0,1.0,0.0,0.0
N_103_1_1_1_0_nonfight_1,val,0,0.0,0.0,1.0,0.0,0.0
N_103_1_1_1_0_nonfight_2,val,0,0.0,0.0,0.34375,0.0,0.0
N_103_1_1_1_0_nonfight_3,val,0,0.0,0.0,1.0,0.0,0.0
N_104_1_1_1_0_nonfight_0,train,0,0.0,0.0,0.25,0.0,0.0
N_104_1_1_1_0_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
N_104_1_1_1_0_nonfight_2,train,0,0.0,0.0,0.9375,0.0,0.0
N_104_1_1_1_0_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
N_105_0_0_1_0_nonfight_0,train,0,1.0,0.0,1.0,1.0,1.0
N_105_0_0_1_0_nonfight_1,train,0,1.0,0.0,1.0,1.0,1.0
N_105_0_0_1_0_nonfight_2,train,0,1.0,0.0,1.0,1.0,1.0
N_105_0_0_1_0_nonfight_3,train,0,1.0,0.0,1.0,1.0,1.0
N_106_1_0_1_0_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
N_106_1_0_1_0_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
N_106_1_0_1_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
N_106_1_0_1_0_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
N_107_1_0_1_1_nonfight_0,val,0,0.0,0.0,1.0,0.0,0.0
N_107_1_0_1_1_nonfight_1,val,0,0.0,0.0,1.0,0.0,0.0
N_107_1_0_1_1_nonfight_2,val,0,0.0,0.0,1.0,0.0,0.0
N_107_1_0_1_1_nonfight_3,val,0,0.15625,0.0,1.0,0.15625,0.15625
N_108_1_0_1_1_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
N_108_1_0_1_1_nonfight_1,train,0,1.0,0.59375,1.0,1.0,1.0
N_108_1_0_1_1_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
N_108_1_0_1_1_nonfight_3,train,0,0.84375,0.46875,1.0,0.84375,0.84375
N_109_0_0_1_0_nonfight_0,train,0,1.0,0.0,1.0,1.0,1.0
N_109_0_0_1_0_nonfight_1,train,0,1.0,0.0,1.0,1.0,1.0
N_109_0_0_1_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
N_109_0_0_1_0_nonfight_3,train,0,1.0,0.0,1.0,1.0,1.0
N_10_0_0_1_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
N_10_0_0_1_0_nonfight_1,train,0,1.0,0.0,1.0,1.0,1.0
N_10_0_0_1_0_nonfight_2,train,0,0.34375,0.0,1.0,0.34375,0.34375
N_10_0_0_1_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
N_110_1_1_1_0_nonfight_0,train,0,0.0,0.0,0.53125,0.0,0.0
N_110_1_1_1_0_nonfight_1,train,0,0.0,0.0,0.0,0.0,0.0
N_110_1_1_1_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
N_110_1_1_1_0_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
N_111_0_0_1_0_nonfight_0,val,0,0.0,0.0,1.0,0.0,0.0
N_111_0_0_1_0_nonfight_1,val,0,0.0,0.0,1.0,0.0,0.0
N_111_0_0_1_0_nonfight_2,val,0,0.53125,0.125,1.0,0.53125,0.53125
N_111_0_0_1_0_nonfight_3,val,0,1.0,0.0,1.0,1.0,1.0
N_112_1_0_1_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
N_112_1_0_1_0_nonfight_1,train,0,1.0,0.0,1.0,1.0,1.0
N_112_1_0_1_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
N_112_1_0_1_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
N_113_1_0_1_0_nonfight_0,train,0,0.90625,0.0625,1.0,0.90625,0.90625
N_113_1_0_1_0_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
N_113_1_0_1_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
N_113_1_0_1_0_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
N_114_1_0_1_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
N_114_1_0_1_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
N_114_1_0_1_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
N_114_1_0_1_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
N_115_0_0_1_0_nonfight_0,test,0,1.0,0.0,1.0,1.0,1.0
N_115_0_0_1_0_nonfight_1,test,0,1.0,0.0,1.0,1.0,1.0
N_115_0_0_1_0_nonfight_2,test,0,1.0,0.59375,1.0,1.0,1.0
N_115_0_0_1_0_nonfight_3,test,0,0.25,0.0,1.0,0.25,0.25
N_116_0_0_1_0_nonfight_0,val,0,1.0,0.0,1.0,1.0,1.0
N_116_0_0_1_0_nonfight_1,val,0,0.0,0.0,1.0,0.0,0.0
N_116_0_0_1_0_nonfight_2,val,0,1.0,0.0,1.0,1.0,1.0
N_116_0_0_1_0_nonfight_3,val,0,1.0,0.0,1.0,1.0,1.0
N_117_0_0_1_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
N_117_0_0_1_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
N_117_0_0_1_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
N_117_0_0_1_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
N_118_0_0_1_0_nonfight_0,train,0,1.0,0.9375,1.0,1.0,1.0
N_118_0_0_1_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
N_118_0_0_1_0_nonfight_2,train,0,1.0,0.53125,1.0,1.0,1.0
N_118_0_0_1_0_nonfight_3,train,0,1.0,0.0,1.0,1.0,1.0
N_119_1_0_1_0_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
N_119_1_0_1_0_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
N_119_1_0_1_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
N_119_1_0_1_0_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
N_11_1_0_1_0_nonfight_0,train,0,1.0,0.0,1.0,1.0,1.0
N_11_1_0_1_0_nonfight_1,train,0,1.0,0.0,1.0,1.0,1.0
N_11_1_0_1_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
N_11_1_0_1_0_nonfight_3,train,0,1.0,0.0,1.0,1.0,1.0
N_120_0_0_1_0_nonfight_0,val,0,1.0,1.0,1.0,1.0,1.0
N_120_0_0_1_0_nonfight_1,val,0,1.0,1.0,1.0,1.0,1.0
N_120_0_0_1_0_nonfight_2,val,0,1.0,1.0,1.0,1.0,1.0
N_120_0_0_1_0_nonfight_3,val,0,1.0,1.0,1.0,1.0,1.0
N_121_1_0_1_0_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
N_121_1_0_1_0_nonfight_1,train,0,0.96875,0.0,1.0,0.96875,0.96875
N_121_1_0_1_0_nonfight_2,train,0,0.03125,0.0,1.0,0.03125,0.03125
N_121_1_0_1_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
N_122_1_0_1_0_nonfight_0,val,0,0.0,0.0,1.0,0.0,0.0
N_122_1_0_1_0_nonfight_1,val,0,0.0,0.0,1.0,0.0,0.0
N_122_1_0_1_0_nonfight_2,val,0,0.0,0.0,1.0,0.0,0.0
N_122_1_0_1_0_nonfight_3,val,0,0.0,0.0,1.0,0.0,0.0
N_123_1_0_1_0_nonfight_0,val,0,1.0,0.0,1.0,1.0,1.0
N_123_1_0_1_0_nonfight_1,val,0,0.0,0.0,1.0,0.0,0.0
N_123_1_0_1_0_nonfight_2,val,0,0.0,0.0,1.0,0.0,0.0
N_123_1_0_1_0_nonfight_3,val,0,0.0,0.0,1.0,0.0,0.0
N_124_1_0_1_0_nonfight_0,train,0,1.0,0.0,1.0,1.0,1.0
N_124_1_0_1_0_nonfight_1,train,0,1.0,0.0,1.0,1.0,1.0
N_124_1_0_1_0_nonfight_2,train,0,0.15625,0.0,0.25,0.15625,0.15625
N_124_1_0_1_0_nonfight_3,train,0,0.0,0.0,0.0,0.0,0.0
N_125_1_0_1_0_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
N_125_1_0_1_0_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
N_125_1_0_1_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
N_125_1_0_1_0_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
N_126_1_0_1_0_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
N_126_1_0_1_0_nonfight_1,train,0,1.0,0.0,1.0,1.0,1.0
N_126_1_0_1_0_nonfight_2,train,0,0.96875,0.0,1.0,0.96875,0.96875
N_126_1_0_1_0_nonfight_3,train,0,1.0,0.0,1.0,1.0,1.0
N_127_0_0_1_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
N_127_0_0_1_0_nonfight_1,train,0,1.0,0.9375,1.0,1.0,1.0
N_127_0_0_1_0_nonfight_2,train,0,0.4375,0.0,1.0,1.0,1.0
N_127_0_0_1_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
N_128_1_0_1_0_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
N_128_1_0_1_0_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
N_128_1_0_1_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
N_128_1_0_1_0_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
N_129_1_0_1_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
N_129_1_0_1_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
N_129_1_0_1_0_nonfight_2,train,0,1.0,0.4375,1.0,1.0,1.0
N_129_1_0_1_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
N_12_0_0_1_0_nonfight_0,test,0,0.0,0.0,1.0,0.0,0.0
N_12_0_0_1_0_nonfight_1,test,0,0.0,0.0,0.71875,0.0,0.0
N_12_0_0_1_0_nonfight_2,test,0,0.125,0.0,1.0,0.125,0.125
N_12_0_0_1_0_nonfight_3,test,0,0.0,0.0,1.0,0.0,0.0
N_130_1_0_1_0_nonfight_0,train,0,1.0,0.1875,1.0,1.0,1.0
N_130_1_0_1_0_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
N_130_1_0_1_0_nonfight_2,train,0,0.09375,0.0,1.0,0.125,0.125
N_130_1_0_1_0_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
N_131_1_0_1_0_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
N_131_1_0_1_0_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
N_131_1_0_1_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
N_131_1_0_1_0_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
N_132_0_0_1_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
N_132_0_0_1_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
N_132_0_0_1_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
N_132_0_0_1_0_nonfight_3,train,0,1.0,0.0,1.0,1.0,1.0
N_133_1_0_1_1_nonfight_0,train,0,0.875,0.0,0.96875,0.84375,0.875
N_133_1_0_1_1_nonfight_1,train,0,0.03125,0.0,0.15625,0.0,0.03125
N_133_1_0_1_1_nonfight_2,train,0,0.8125,0.0,1.0,0.8125,0.8125
N_133_1_0_1_1_nonfight_3,train,0,0.0,0.0,0.96875,0.0,0.0
N_134_1_0_1_0_nonfight_0,train,0,0.28125,0.0,0.875,0.5625,0.5625
N_134_1_0_1_0_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
N_134_1_0_1_0_nonfight_2,train,0,1.0,0.0,1.0,1.0,1.0
N_134_1_0_1_0_nonfight_3,train,0,0.0,0.0,0.875,0.0,0.0
N_135_1_0_1_0_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
N_135_1_0_1_0_nonfight_1,train,0,0.0,0.0,0.78125,0.0,0.0
N_135_1_0_1_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
N_135_1_0_1_0_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
N_136_0_0_1_1_nonfight_0,test,0,0.9375,0.0,1.0,0.9375,0.9375
N_136_0_0_1_1_nonfight_1,test,0,0.0,0.0,1.0,0.0,0.0
N_136_0_0_1_1_nonfight_2,test,0,0.0,0.0,0.84375,0.0,0.0
N_136_0_0_1_1_nonfight_3,test,0,0.0,0.0,0.0,0.0,0.0
N_137_1_0_1_0_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
N_137_1_0_1_0_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
N_137_1_0_1_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
N_137_1_0_1_0_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
N_138_1_0_1_0_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
N_138_1_0_1_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
N_138_1_0_1_0_nonfight_2,train,0,1.0,0.0,1.0,1.0,1.0
N_138_1_0_1_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
N_139_1_1_1_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
N_139_1_1_1_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
N_139_1_1_1_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
N_139_1_1_1_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
N_13_0_0_1_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
N_13_0_0_1_0_nonfight_1,train,0,1.0,0.75,1.0,1.0,1.0
N_13_0_0_1_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
N_13_0_0_1_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
N_140_0_0_1_0_nonfight_0,train,0,0.09375,0.0,1.0,0.15625,0.15625
